portfolio,date,datetime,action,symbol,price,shares,value,market_cap
Top-10,2020-01-02,2020-01-02 09:30:00,BUY,CSCO,40.6257,246.149679,10000.00,180869670000
Top-10,2020-01-02,2020-01-02 09:30:00,BUY,ORCL,49.0143,204.021990,10000.00,180391760000
Top-10,2020-01-08,2020-01-08 09:30:00,BUY,AAPL,71.8496,141.304856,10152.70,1354133642160
Top-10,2020-01-08,2020-01-08 09:30:00,BUY,MSFT,151.4347,67.043401,10152.70,1170439420000
Top-10,2020-01-08,2020-01-08 09:30:00,BUY,GOOG,69.2729,146.560860,10152.70,968110688800
Top-10,2020-01-08,2020-01-08 09:30:00,BUY,GOOGL,69.3230,146.454865,10152.70,967279573600
Top-10,2020-01-08,2020-01-08 09:30:00,BUY,AMZN,94.9000,106.983117,10152.70,934648000000
Top-10,2020-01-08,2020-01-08 09:30:00,BUY,META,211.8421,47.925787,10152.70,610898700000
Top-10,2020-01-08,2020-01-08 09:30:00,BUY,JNJ,124.0429,81.848253,10152.70,326746768840
Top-10,2020-01-08,2020-01-08 09:30:00,BUY,INTC,51.9494,195.434254,10152.70,229772340000
Top-10,2020-01-08,2020-01-08 09:30:00,BUY,ORCL,49.8544,203.647011,10152.70,181809020000
Top-10,2020-01-08,2020-01-08 09:30:00,BUY,CMCSA,38.8114,261.590824,10152.70,178281600000
Top-10,2020-01-08,2020-01-08 09:30:00,SELL,CSCO,39.7051,246.149679,9773.39,177511230000
Top-10,2020-01-23,2020-01-23 09:30:00,BUY,AAPL,76.8708,137.571824,10575.26,1425802425840
Top-10,2020-01-23,2020-01-23 09:30:00,BUY,MSFT,158.3450,66.786192,10575.26,1218856050000
Top-10,2020-01-23,2020-01-23 09:30:00,BUY,GOOG,74.0298,142.851471,10575.26,1024765041600
Top-10,2020-01-23,2020-01-23 09:30:00,BUY,GOOGL,73.9391,143.026615,10575.26,1022133176800
Top-10,2020-01-23,2020-01-23 09:30:00,BUY,AMZN,94.2600,112.192454,10575.26,930992400000
Top-10,2020-01-23,2020-01-23 09:30:00,BUY,META,219.5446,48.169078,10575.26,623770240000
Top-10,2020-01-23,2020-01-23 09:30:00,BUY,JNJ,126.7604,83.427142,10575.26,334802240260
Top-10,2020-01-23,2020-01-23 09:30:00,BUY,INTC,55.4542,190.702630,10575.26,246733620000
Top-10,2020-01-23,2020-01-23 09:30:00,BUY,ORCL,50.2931,210.272478,10575.26,184679880000
Top-10,2020-01-23,2020-01-23 09:30:00,BUY,CSCO,41.4200,255.317739,10575.26,183034980000
Top-10,2020-01-23,2020-01-23 09:30:00,SELL,CMCSA,40.1987,261.590824,10515.62,179327640000
Top-10,2020-02-03,2020-02-03 09:30:00,BUY,AAPL,73.5759,143.279236,10541.90,1378515805680
Top-10,2020-02-03,2020-02-03 09:30:00,BUY,MSFT,162.3864,64.918576,10541.90,1274868950000
Top-10,2020-02-03,2020-02-03 09:30:00,BUY,GOOG,72.7557,144.894520,10541.90,1024349484000
Top-10,2020-02-03,2020-02-03 09:30:00,BUY,GOOGL,72.6462,145.112761,10541.90,1020747984800
Top-10,2020-02-03,2020-02-03 09:30:00,BUY,AMZN,100.5300,104.863179,10541.90,990074800000
Top-10,2020-02-03,2020-02-03 09:30:00,BUY,META,202.3341,52.101433,10541.90,579590320000
Top-10,2020-02-03,2020-02-03 09:30:00,BUY,JNJ,127.9378,82.398580,10541.90,338487750060
Top-10,2020-02-03,2020-02-03 09:30:00,BUY,INTC,56.8653,185.383665,10541.90,251018110000
Top-10,2020-02-03,2020-02-03 09:30:00,BUY,ORCL,48.7373,216.300537,10541.90,178320380000
Top-10,2020-02-03,2020-02-03 09:30:00,BUY,ADBE,353.4100,29.829081,10541.90,174092178000
Top-10,2020-02-03,2020-02-03 09:30:00,SELL,CSCO,39.2301,255.317739,10016.14,173843460000
Top-10,2020-02-05,2020-02-05 09:30:00,BUY,AAPL,78.2229,138.629419,10844.00,1435592233920
Top-10,2020-02-05,2020-02-05 09:30:00,BUY,MSFT,175.3451,61.843747,10844.00,1315228930000
Top-10,2020-02-05,2020-02-05 09:30:00,BUY,AMZN,103.5500,104.722332,10844.00,1007661200000
Top-10,2020-02-05,2020-02-05 09:30:00,BUY,GOOG,72.7767,149.003768,10844.00,998307874400
Top-10,2020-02-05,2020-02-05 09:30:00,BUY,GOOGL,72.7448,149.069109,10844.00,995537490400
Top-10,2020-02-05,2020-02-05 09:30:00,BUY,META,211.3469,51.309006,10844.00,596371840000
Top-10,2020-02-05,2020-02-05 09:30:00,BUY,JNJ,129.9064,83.475487,10844.00,347096047950
Top-10,2020-02-05,2020-02-05 09:30:00,BUY,INTC,58.8266,184.338207,10844.00,262369800000
Top-10,2020-02-05,2020-02-05 09:30:00,BUY,ORCL,50.5253,214.625070,10844.00,183844060000
Top-10,2020-02-05,2020-02-05 09:30:00,BUY,CSCO,40.8586,265.403379,10844.00,181002240000
Top-10,2020-02-05,2020-02-05 09:30:00,SELL,ADBE,373.9900,29.829081,11155.78,177763669215
Top-10,2020-02-13,2020-02-13 09:30:00,BUY,AAPL,78.5752,139.552598,10965.37,1454432996640
Top-10,2020-02-13,2020-02-13 09:30:00,BUY,MSFT,174.4397,62.860519,10965.37,1343081920000
Top-10,2020-02-13,2020-02-13 09:30:00,BUY,AMZN,107.2500,102.241231,10965.37,1062001200000
Top-10,2020-02-13,2020-02-13 09:30:00,BUY,GOOG,75.2805,145.660265,10965.37,1044157729600
Top-10,2020-02-13,2020-02-13 09:30:00,BUY,GOOGL,75.0510,146.105588,10965.37,1041941422400
Top-10,2020-02-13,2020-02-13 09:30:00,BUY,META,208.3797,52.622074,10965.37,604990920000
Top-10,2020-02-13,2020-02-13 09:30:00,BUY,JNJ,128.5699,85.287218,10965.37,338303474570
Top-10,2020-02-13,2020-02-13 09:30:00,BUY,INTC,59.3811,184.660941,10965.37,264048260000
Top-10,2020-02-13,2020-02-13 09:30:00,BUY,ORCL,51.1200,214.502583,10965.37,185770080000
Top-10,2020-02-13,2020-02-13 09:30:00,BUY,ADBE,372.5600,29.432500,10965.37,182281316495
Top-10,2020-02-13,2020-02-13 09:30:00,SELL,CSCO,39.8563,265.403379,10578.00,176760000000
Top-10,2020-02-19,2020-02-19 09:30:00,BUY,AAPL,77.5479,143.063082,11094.24,1448706882480
Top-10,2020-02-19,2020-02-19 09:30:00,BUY,MSFT,179.6752,61.746079,11094.24,1372929890000
Top-10,2020-02-19,2020-02-19 09:30:00,BUY,AMZN,108.3900,102.354835,11094.24,1072078800000
Top-10,2020-02-19,2020-02-19 09:30:00,BUY,GOOG,75.8904,146.187711,11094.24,1052330362400
Top-10,2020-02-19,2020-02-19 09:30:00,BUY,GOOGL,75.9093,146.151285,11094.24,1049837016800
Top-10,2020-02-19,2020-02-19 09:30:00,BUY,META,216.7973,51.173342,11094.24,617320200000
Top-10,2020-02-19,2020-02-19 09:30:00,BUY,JNJ,127.7612,86.835766,11094.24,335723617710
Top-10,2020-02-19,2020-02-19 09:30:00,BUY,INTC,58.8518,188.511643,11094.24,262767330000
Top-10,2020-02-19,2020-02-19 09:30:00,BUY,NVDA,7.5017,1478.901340,11094.24,190738800000
Top-10,2020-02-19,2020-02-19 09:30:00,BUY,ADBE,383.8300,28.904048,11094.24,186385613994
Top-10,2020-02-19,2020-02-19 09:30:00,SELL,ORCL,51.3786,214.502583,11020.85,186206160000
Top-10,2020-02-20,2020-02-20 09:30:00,BUY,AAPL,78.1923,141.025858,11027.13,1433929813680
Top-10,2020-02-20,2020-02-20 09:30:00,BUY,MSFT,178.6172,61.736092,11027.13,1351982600000
Top-10,2020-02-20,2020-02-20 09:30:00,BUY,AMZN,108.6500,101.492221,11027.13,1063582000000
Top-10,2020-02-20,2020-02-20 09:30:00,BUY,GOOG,75.7491,145.574355,11027.13,1046651075200
Top-10,2020-02-20,2020-02-20 09:30:00,BUY,GOOGL,75.4994,146.055848,11027.13,1044434768000
Top-10,2020-02-20,2020-02-20 09:30:00,BUY,META,215.3394,51.208133,11027.13,609072140000
Top-10,2020-02-20,2020-02-20 09:30:00,BUY,JNJ,127.2455,86.660276,11027.13,334433689280
Top-10,2020-02-20,2020-02-20 09:30:00,BUY,INTC,59.4295,185.549765,11027.13,256274340000
Top-10,2020-02-20,2020-02-20 09:30:00,BUY,NVDA,7.7795,1417.463276,11027.13,187084800000
Top-10,2020-02-20,2020-02-20 09:30:00,BUY,ORCL,51.2083,215.338626,11027.13,186460540000
Top-10,2020-02-20,2020-02-20 09:30:00,SELL,ADBE,384.0000,28.904048,11099.15,184284832983
Top-10,2020-02-21,2020-02-21 09:30:00,BUY,AAPL,77.2272,138.642216,10706.96,1401420262320
Top-10,2020-02-21,2020-02-21 09:30:00,BUY,MSFT,175.0059,61.180558,10706.96,1309243990000
Top-10,2020-02-21,2020-02-21 09:30:00,BUY,AMZN,107.1100,99.962248,10706.96,1035424000000
Top-10,2020-02-21,2020-02-21 09:30:00,BUY,GOOG,75.0446,142.674523,10706.96,1023795407200
Top-10,2020-02-21,2020-02-21 09:30:00,BUY,GOOGL,74.7837,143.172305,10706.96,1021302061600
Top-10,2020-02-21,2020-02-21 09:30:00,BUY,META,212.3119,50.430306,10706.96,596571620000
Top-10,2020-02-21,2020-02-21 09:30:00,BUY,JNJ,126.7946,84.443320,10706.96,337934923590
Top-10,2020-02-21,2020-02-21 09:30:00,BUY,INTC,57.7847,185.290527,10706.96,251945680000
Top-10,2020-02-21,2020-02-21 09:30:00,BUY,ORCL,50.9097,210.312638,10706.96,183662360000
Top-10,2020-02-21,2020-02-21 09:30:00,BUY,ADBE,378.0200,28.323783,10706.96,181362228450
Top-10,2020-02-21,2020-02-21 09:30:00,SELL,NVDA,7.5690,1417.463276,10728.75,178315200000
Top-10,2020-02-24,2020-02-24 09:30:00,BUY,AAPL,72.0470,140.789072,10143.44,1334923452720
Top-10,2020-02-24,2020-02-24 09:30:00,BUY,MSFT,160.2891,63.282118,10143.44,1252770710000
Top-10,2020-02-24,2020-02-24 09:30:00,BUY,AMZN,100.1600,101.272315,10143.44,992544800000
Top-10,2020-02-24,2020-02-24 09:30:00,BUY,GOOG,70.9789,142.907688,10143.44,980023340000
Top-10,2020-02-24,2020-02-24 09:30:00,BUY,GOOGL,70.7291,143.412567,10143.44,977529994400
Top-10,2020-02-24,2020-02-24 09:30:00,BUY,META,200.6941,50.541775,10143.44,569715480000
Top-10,2020-02-24,2020-02-24 09:30:00,BUY,JNJ,126.2384,80.351423,10143.44,330985105110
Top-10,2020-02-24,2020-02-24 09:30:00,BUY,INTC,54.6170,185.719288,10143.44,241830750000
Top-10,2020-02-24,2020-02-24 09:30:00,BUY,ORCL,49.0759,206.688734,10143.44,176830440000
Top-10,2020-02-24,2020-02-24 09:30:00,BUY,CMCSA,38.9691,260.294232,10143.44,175188960000
Top-10,2020-02-24,2020-02-24 09:30:00,SELL,ADBE,355.3900,28.323783,10065.99,173805266310
Top-10,2020-02-26,2020-02-26 09:30:00,BUY,AAPL,69.4466,142.896907,9923.71,1310171862480
Top-10,2020-02-26,2020-02-26 09:30:00,BUY,MSFT,162.1405,61.204378,9923.71,1247476340000
Top-10,2020-02-26,2020-02-26 09:30:00,BUY,AMZN,98.5100,100.738093,9923.71,977922400000
Top-10,2020-02-26,2020-02-26 09:30:00,BUY,GOOG,69.4893,142.809151,9923.71,960492132800
Top-10,2020-02-26,2020-02-26 09:30:00,BUY,GOOGL,69.3386,143.119464,9923.71,957306191200
Top-10,2020-02-26,2020-02-26 09:30:00,BUY,META,196.1101,50.602757,9923.71,559726480000
Top-10,2020-02-26,2020-02-26 09:30:00,BUY,JNJ,125.2490,79.231815,9923.71,325930691670
Top-10,2020-02-26,2020-02-26 09:30:00,BUY,INTC,53.2878,186.228574,9923.71,233570960000
Top-10,2020-02-26,2020-02-26 09:30:00,BUY,ORCL,47.4260,209.246116,9923.71,174831740000
Top-10,2020-02-26,2020-02-26 09:30:00,BUY,ADBE,349.4000,28.402146,9923.71,170853477995
Top-10,2020-02-26,2020-02-26 09:30:00,SELL,CMCSA,38.1631,260.294232,9933.63,165865560000
Top-10,2020-03-04,2020-03-04 09:30:00,BUY,AAPL,71.8384,138.275684,9933.51,1355241922320
Top-10,2020-03-04,2020-03-04 09:30:00,BUY,MSFT,160.9818,61.705784,9933.51,1250315350000
Top-10,2020-03-04,2020-03-04 09:30:00,BUY,AMZN,97.3300,102.060084,9933.51,976045200000
Top-10,2020-03-04,2020-03-04 09:30:00,BUY,GOOG,67.6463,146.844757,9933.51,955920999200
Top-10,2020-03-04,2020-03-04 09:30:00,BUY,GOOGL,67.5467,147.061321,9933.51,951211346400
Top-10,2020-03-04,2020-03-04 09:30:00,BUY,META,188.1342,52.800123,9933.51,544286340000
Top-10,2020-03-04,2020-03-04 09:30:00,BUY,JNJ,118.6420,83.726735,9933.51,325483165480
Top-10,2020-03-04,2020-03-04 09:30:00,BUY,INTC,50.5395,196.549236,9933.51,229772340000
Top-10,2020-03-04,2020-03-04 09:30:00,BUY,ADBE,354.3800,28.030667,9933.51,176936980350
Top-10,2020-03-04,2020-03-04 09:30:00,BUY,NVDA,6.7410,1473.598982,9933.51,172712400000
Top-10,2020-03-04,2020-03-04 09:30:00,SELL,ORCL,46.0723,209.246116,9640.45,169744140000
Top-10,2020-03-06,2020-03-06 09:30:00,BUY,AAPL,68.3438,141.280149,9655.63,1293917086800
Top-10,2020-03-06,2020-03-06 09:30:00,BUY,MSFT,155.3637,62.148552,9655.63,1184481010000
Top-10,2020-03-06,2020-03-06 09:30:00,BUY,AMZN,93.7500,102.993346,9655.63,939094000000
Top-10,2020-03-06,2020-03-06 09:30:00,BUY,GOOG,63.5549,151.925649,9655.63,895111070400
Top-10,2020-03-06,2020-03-06 09:30:00,BUY,GOOGL,63.1178,152.977948,9655.63,892063648000
Top-10,2020-03-06,2020-03-06 09:30:00,BUY,META,177.3551,54.442341,9655.63,514005400000
Top-10,2020-03-06,2020-03-06 09:30:00,BUY,JNJ,119.3309,80.914721,9655.63,322192531730
Top-10,2020-03-06,2020-03-06 09:30:00,BUY,INTC,48.9170,197.388084,9655.63,218376480000
Top-10,2020-03-06,2020-03-06 09:30:00,BUY,PEP,112.4768,85.845489,9655.63,164172650000
Top-10,2020-03-06,2020-03-06 09:30:00,BUY,ADBE,340.4500,28.361364,9655.63,163768214721
Top-10,2020-03-06,2020-03-06 09:30:00,SELL,NVDA,6.6300,1473.598982,9769.96,161506800000
Top-10,2020-03-09,2020-03-09 09:30:00,BUY,AAPL,63.9283,143.255835,9158.10,1191585885360
Top-10,2020-03-09,2020-03-09 09:30:00,BUY,MSFT,144.2731,63.477561,9158.10,1104221430000
Top-10,2020-03-09,2020-03-09 09:30:00,BUY,AMZN,88.6900,103.259699,9158.10,889496400000
Top-10,2020-03-09,2020-03-09 09:30:00,BUY,GOOG,59.9923,152.654510,9158.10,838041160000
Top-10,2020-03-09,2020-03-09 09:30:00,BUY,GOOGL,59.8932,152.907225,9158.10,837071525600
Top-10,2020-03-09,2020-03-09 09:30:00,BUY,META,168.6795,54.292934,9158.10,481127320000
Top-10,2020-03-09,2020-03-09 09:30:00,BUY,JNJ,117.4752,77.957745,9158.10,309503847990
Top-10,2020-03-09,2020-03-09 09:30:00,BUY,INTC,46.0286,198.965545,9158.10,199118360000
Top-10,2020-03-09,2020-03-09 09:30:00,BUY,PEP,111.2971,82.285188,9158.10,155680720000
Top-10,2020-03-09,2020-03-09 09:30:00,BUY,ORCL,41.5502,220.410695,9158.10,154554020000
Top-10,2020-03-09,2020-03-09 09:30:00,SELL,ADBE,311.6800,28.361364,8839.67,148702924890
Top-10,2020-03-10,2020-03-10 09:30:00,BUY,AAPL,67.1821,144.149987,9684.29,1277477597760
Top-10,2020-03-10,2020-03-10 09:30:00,BUY,MSFT,151.1130,64.086444,9684.29,1179723750000
Top-10,2020-03-10,2020-03-10 09:30:00,BUY,AMZN,93.5400,103.531037,9684.29,934549200000
Top-10,2020-03-10,2020-03-10 09:30:00,BUY,GOOG,62.7048,154.442664,9684.29,882644342400
Top-10,2020-03-10,2020-03-10 09:30:00,BUY,GOOGL,62.3462,155.330934,9684.29,877934689600
Top-10,2020-03-10,2020-03-10 09:30:00,BUY,META,173.7192,55.746834,9684.29,505785880000
Top-10,2020-03-10,2020-03-10 09:30:00,BUY,JNJ,120.6110,80.293632,9684.29,321297479350
Top-10,2020-03-10,2020-03-10 09:30:00,BUY,INTC,46.7685,207.068521,9684.29,211353450000
Top-10,2020-03-10,2020-03-10 09:30:00,BUY,ORCL,43.8556,220.822277,9684.29,163166600000
Top-10,2020-03-10,2020-03-10 09:30:00,BUY,ADBE,318.9800,30.360189,9684.29,161633402580
Top-10,2020-03-10,2020-03-10 09:30:00,SELL,PEP,112.8932,82.285188,9289.44,160437320000
Top-10,2020-03-11,2020-03-11 09:30:00,BUY,AAPL,67.2250,139.650870,9388.03,1232961678000
Top-10,2020-03-11,2020-03-11 09:30:00,BUY,MSFT,150.1239,62.535179,9388.03,1126242940000
Top-10,2020-03-11,2020-03-11 09:30:00,BUY,AMZN,92.8900,101.066075,9388.03,899475200000
Top-10,2020-03-11,2020-03-11 09:30:00,BUY,GOOG,62.2021,150.927886,9388.03,837902640800
Top-10,2020-03-11,2020-03-11 09:30:00,BUY,GOOGL,62.0286,151.349902,9388.03,833608545600
Top-10,2020-03-11,2020-03-11 09:30:00,BUY,META,173.0594,54.247428,9388.03,483210740000
Top-10,2020-03-11,2020-03-11 09:30:00,BUY,JNJ,118.9900,78.897622,9388.03,298973819990
Top-10,2020-03-11,2020-03-11 09:30:00,BUY,INTC,46.4371,202.166746,9388.03,202254430000
Top-10,2020-03-11,2020-03-11 09:30:00,BUY,PEP,111.6396,84.092265,9388.03,155191070000
Top-10,2020-03-11,2020-03-11 09:30:00,BUY,ADBE,324.3200,28.946805,9388.03,153293511930
Top-10,2020-03-11,2020-03-11 09:30:00,SELL,ORCL,43.2616,220.822277,9553.12,150193220000
Top-10,2020-03-12,2020-03-12 09:30:00,BUY,AAPL,62.0309,134.582284,8348.26,1111235573760
Top-10,2020-03-12,2020-03-12 09:30:00,BUY,MSFT,138.8218,60.136538,8348.26,1019434780000
Top-10,2020-03-12,2020-03-12 09:30:00,BUY,AMZN,86.1000,96.960068,8348.26,828240400000
Top-10,2020-03-12,2020-03-12 09:30:00,BUY,GOOG,56.0374,148.976516,8348.26,768643040800
Top-10,2020-03-12,2020-03-12 09:30:00,BUY,GOOGL,55.7967,149.619183,8348.26,765318580000
Top-10,2020-03-12,2020-03-12 09:30:00,BUY,META,158.6724,52.613185,8348.26,438460020000
Top-10,2020-03-12,2020-03-12 09:30:00,BUY,JNJ,109.6971,76.102820,8348.26,284468706420
Top-10,2020-03-12,2020-03-12 09:30:00,BUY,INTC,42.5419,196.236409,8348.26,178314290000
Top-10,2020-03-12,2020-03-12 09:30:00,BUY,ADBE,290.4100,28.746468,8348.26,138592935000
Top-10,2020-03-12,2020-03-12 09:30:00,BUY,NFLX,326.5000,25.568949,8348.26,138016134750
Top-10,2020-03-12,2020-03-12 09:30:00,SELL,PEP,104.3895,84.092265,8778.35,137955390000
Top-10,2020-03-13,2020-03-13 09:30:00,BUY,AAPL,64.1998,140.729985,9034.83,1244413906320
Top-10,2020-03-13,2020-03-13 09:30:00,BUY,MSFT,140.9250,64.110899,9034.83,1164377750000
Top-10,2020-03-13,2020-03-13 09:30:00,BUY,AMZN,87.7500,102.961041,9034.83,881790000000
Top-10,2020-03-13,2020-03-13 09:30:00,BUY,GOOG,58.6794,153.969480,9034.83,840950063200
Top-10,2020-03-13,2020-03-13 09:30:00,BUY,GOOGL,58.4016,154.701719,9034.83,835963372000
Top-10,2020-03-13,2020-03-13 09:30:00,BUY,META,162.6369,55.552174,9034.83,483324900000
Top-10,2020-03-13,2020-03-13 09:30:00,BUY,JNJ,111.4373,81.075494,9034.83,304633710040
Top-10,2020-03-13,2020-03-13 09:30:00,BUY,INTC,42.7805,211.190195,9034.83,213120250000
Top-10,2020-03-13,2020-03-13 09:30:00,BUY,ADBE,312.8800,28.876347,9034.83,163150630500
Top-10,2020-03-13,2020-03-13 09:30:00,BUY,ORCL,41.0836,219.913550,9034.83,160986200000
Top-10,2020-03-13,2020-03-13 09:30:00,SELL,NFLX,330.5100,25.568949,8450.79,147229614705
Top-10,2020-03-16,2020-03-16 09:30:00,BUY,AAPL,58.6418,143.335211,8405.44,1084267423200
Top-10,2020-03-16,2020-03-16 09:30:00,BUY,MSFT,133.7557,62.841719,8405.44,992732740000
Top-10,2020-03-16,2020-03-16 09:30:00,BUY,AMZN,82.0800,102.405453,8405.44,834464800000
Top-10,2020-03-16,2020-03-16 09:30:00,BUY,GOOG,54.5473,154.094439,8405.44,747588122400
Top-10,2020-03-16,2020-03-16 09:30:00,BUY,GOOGL,54.1550,155.210634,8405.44,738722893600
Top-10,2020-03-16,2020-03-16 09:30:00,BUY,META,151.4854,55.486786,8405.44,414429340000
Top-10,2020-03-16,2020-03-16 09:30:00,BUY,JNJ,106.4823,78.937442,8405.44,288391141850
Top-10,2020-03-16,2020-03-16 09:30:00,BUY,INTC,42.1211,199.554320,8405.44,174692350000
Top-10,2020-03-16,2020-03-16 09:30:00,BUY,ORCL,39.2859,213.955485,8405.44,143470320000
Top-10,2020-03-16,2020-03-16 09:30:00,BUY,CMCSA,29.9207,280.923588,8405.44,141579240000
